[2026-04-10T19:26:53,914-07:00] <load-db-privacy-tokens> DEBUG tasks  - Started task[load-db-privacy-tokens]
[2026-04-10T20:18:49,330-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T20:18:49,335-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T20:18:49,336-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T20:18:49,337-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T20:18:49,337-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T20:18:49,439-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T20:18:49,439-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T20:18:49,781-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:18:49,782-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:18:54,780-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:18:54,780-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:18:56,307-07:00] <wifi-connection-events-flush> DEBUG tasks  - Started task[wifi-connection-events-flush]
[2026-04-10T20:18:56,308-07:00] <wifi-connection-events-flush> DEBUG tasks  - Finished task[wifi-connection-events-flush] in 1 ms
[2026-04-10T20:18:58,122-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T20:18:58,124-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T20:18:59,411-07:00] <wss-connection> DEBUG tasks  - Started task[wss-connection]
[2026-04-10T20:18:59,411-07:00] <wss-connection> DEBUG tasks  - Finished task[wss-connection] in 0 ms
[2026-04-10T20:18:59,426-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T20:18:59,429-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T20:18:59,437-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T20:18:59,437-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T20:18:59,479-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T20:18:59,479-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T20:18:59,780-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:18:59,781-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:19:04,418-07:00] <ips-alert-caching> DEBUG tasks  - Started task[ips-alert-caching]
[2026-04-10T20:19:04,418-07:00] <ips-alert-caching> DEBUG tasks  - Finished task[ips-alert-caching] in 0 ms
[2026-04-10T20:19:04,781-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:04,781-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:09,782-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:09,782-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:14,783-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:14,783-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:18,164-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:19:18,165-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T20:19:19,342-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T20:19:19,342-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T20:19:19,342-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 0 ms
[2026-04-10T20:19:19,413-07:00] <lte-device-license-check> DEBUG tasks  - Started task[lte-device-license-check]
[2026-04-10T20:19:19,413-07:00] <lte-device-license-check> DEBUG tasks  - Finished task[lte-device-license-check] in 0 ms
[2026-04-10T20:19:19,472-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T20:19:19,472-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=55
[2026-04-10T20:19:19,472-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T20:19:19,472-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=270
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=480
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=373
[2026-04-10T20:19:19,473-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:19:19,473-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 1 ms
[2026-04-10T20:19:19,783-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:19,783-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:24,784-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:24,784-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:29,784-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:29,785-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:19:34,785-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:34,786-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:19:39,786-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:39,786-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:44,787-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:44,788-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:19:48,165-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:19:48,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T20:19:48,237-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T20:19:48,241-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 4 ms
[2026-04-10T20:19:49,328-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T20:19:49,328-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T20:19:49,333-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T20:19:49,334-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T20:19:49,335-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T20:19:49,335-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T20:19:49,411-07:00] <sdn-connection> DEBUG tasks  - Started task[sdn-connection]
[2026-04-10T20:19:49,412-07:00] <sdn-connection> DEBUG tasks  - Finished task[sdn-connection] in 1 ms
[2026-04-10T20:19:49,414-07:00] <print-time-series-cache-stats> DEBUG tasks  - Started task[print-time-series-cache-stats]
[2026-04-10T20:19:49,414-07:00] <print-time-series-cache-stats> DEBUG tasks  - Finished task[print-time-series-cache-stats] in 0 ms
[2026-04-10T20:19:49,416-07:00] <cache-stats> DEBUG tasks  - Started task[cache-stats]
[2026-04-10T20:19:49,417-07:00] <cache-stats> DEBUG tasks  - Finished task[cache-stats] in 1 ms
[2026-04-10T20:19:49,437-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T20:19:49,438-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T20:19:49,788-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:49,788-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:54,788-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:54,788-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:58,124-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T20:19:58,125-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T20:19:59,429-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T20:19:59,431-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T20:19:59,437-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T20:19:59,437-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T20:19:59,479-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T20:19:59,479-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T20:19:59,789-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:19:59,789-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:19:59,925-07:00] <stat-processor> DEBUG tasks  - Started task[stat-processor]
[2026-04-10T20:19:59,962-07:00] <stat-processor> DEBUG tasks  - Finished task[stat-processor] in 37 ms
[2026-04-10T20:20:04,789-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:04,790-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:09,790-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:09,791-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:14,791-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:14,792-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:18,166-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:20:18,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T20:20:19,342-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T20:20:19,342-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T20:20:19,342-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 0 ms
[2026-04-10T20:20:19,473-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T20:20:19,473-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=55
[2026-04-10T20:20:19,474-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T20:20:19,474-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:20:19,474-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:20:19,474-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:20:19,475-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T20:20:19,475-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T20:20:19,475-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:20:19,475-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=315
[2026-04-10T20:20:19,475-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:20:19,476-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=497
[2026-04-10T20:20:19,476-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=385
[2026-04-10T20:20:19,476-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:20:19,476-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 3 ms
[2026-04-10T20:20:19,794-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:19,794-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:20:24,794-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:24,794-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:20:29,794-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:29,795-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:34,795-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:34,795-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:20:39,795-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:39,796-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:44,796-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:44,797-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:48,165-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:20:48,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T20:20:48,240-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T20:20:48,243-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 3 ms
[2026-04-10T20:20:49,327-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T20:20:49,328-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T20:20:49,333-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T20:20:49,333-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T20:20:49,334-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T20:20:49,334-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T20:20:49,437-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T20:20:49,437-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T20:20:49,797-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:49,798-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:51,456-07:00] <openvpn-server-pre-generate-dh-keys> DEBUG tasks  - Started task[openvpn-server-pre-generate-dh-keys]
[2026-04-10T20:20:51,456-07:00] <openvpn-server-pre-generate-dh-keys> DEBUG tasks  - Finished task[openvpn-server-pre-generate-dh-keys] in 1 ms
[2026-04-10T20:20:54,797-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:54,798-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:20:58,123-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T20:20:58,125-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T20:20:59,430-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T20:20:59,432-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T20:20:59,436-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T20:20:59,437-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 1 ms
[2026-04-10T20:20:59,478-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T20:20:59,478-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T20:20:59,799-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:20:59,799-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:04,799-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:04,800-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:21:09,800-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:09,801-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:14,801-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:14,801-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:18,165-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:21:18,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T20:21:19,341-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T20:21:19,341-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T20:21:19,341-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 0 ms
[2026-04-10T20:21:19,475-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T20:21:19,475-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=55
[2026-04-10T20:21:19,475-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T20:21:19,475-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:21:19,476-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T20:21:19,476-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:21:19,476-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T20:21:19,476-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=315
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=511
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=397
[2026-04-10T20:21:19,477-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T20:21:19,477-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 2 ms
[2026-04-10T20:21:19,801-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:19,802-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:21:24,802-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:24,802-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:29,802-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:29,802-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:34,803-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:34,803-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:39,804-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:39,804-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:44,805-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:44,805-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:48,166-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:21:48,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T20:21:48,241-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T20:21:48,244-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T20:21:49,326-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T20:21:49,327-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T20:21:49,332-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T20:21:49,332-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T20:21:49,333-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T20:21:49,333-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T20:21:49,436-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T20:21:49,437-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T20:21:49,805-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:49,806-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:21:54,805-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:54,805-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:21:58,123-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T20:21:58,125-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T20:21:59,431-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T20:21:59,433-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T20:21:59,436-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T20:21:59,436-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T20:21:59,477-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T20:21:59,477-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T20:21:59,806-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:21:59,806-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:22:04,807-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:22:04,807-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:22:09,807-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:22:09,808-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T20:22:14,808-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T20:22:14,808-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T20:22:18,166-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T20:22:18,166-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T20:22:19,339-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T20:22:19,340-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T20:22:19,340-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T20:22:19,476-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T20:22:19,476-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=55
[2026-04-10T20:22:19,477-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T20:22:19,477-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
